city,date,year,month,season,max_temp,min_temp,mean_temp,temperature_category,temp_range,rainfall_mm,is_rainy,daily_duration
Shimla,2024-06-19,2024,6,Summer,27.7,16.2,22.2,Warm,11.5,0.4,False,51005.5
Shimla,2024-06-20,2024,6,Summer,26.1,16.2,19.8,Cool,9.900000000000002,1.4,True,51007.86
Shimla,2024-06-21,2024,6,Summer,23.9,14.2,18.6,Cool,9.7,5.9,True,51007.6
Shimla,2024-06-22,2024,6,Summer,24.3,14.3,20.3,Warm,10.0,2.4,True,51004.7
Shimla,2024-06-23,2024,6,Summer,25.0,16.9,20.3,Warm,8.100000000000001,8.7,True,50999.17
Shimla,2024-06-24,2024,6,Summer,23.1,16.5,19.5,Cool,6.600000000000001,8.2,True,50991.07
Shimla,2024-06-25,2024,6,Summer,24.9,17.1,20.3,Warm,7.799999999999997,4.5,True,50980.4
Shimla,2024-06-26,2024,6,Summer,24.3,15.7,19.9,Cool,8.600000000000001,24.6,True,50967.22
Shimla,2024-06-27,2024,6,Summer,22.6,15.5,18.7,Cool,7.100000000000001,14.3,True,50951.55
Shimla,2024-06-28,2024,6,Summer,22.4,15.6,18.7,Cool,6.799999999999999,10.4,True,50933.44
Shimla,2024-06-29,2024,6,Summer,22.9,16.2,18.7,Cool,6.699999999999999,10.2,True,50912.92
Shimla,2024-06-30,2024,6,Summer,22.9,15.4,18.9,Cool,7.499999999999998,1.7,True,50890.02
Shimla,2024-07-01,2024,7,Summer,22.9,14.9,18.9,Cool,7.999999999999998,2.4,True,50864.79
Shimla,2024-07-02,2024,7,Summer,23.2,15.4,18.7,Cool,7.799999999999999,12.4,True,50837.27
Shimla,2024-07-03,2024,7,Summer,22.8,16.3,18.9,Cool,6.5,4.7,True,50807.49
Shimla,2024-07-04,2024,7,Summer,22.0,16.0,18.4,Cool,6.0,9.0,True,50775.5
Shimla,2024-07-05,2024,7,Summer,21.5,15.3,17.8,Cool,6.199999999999999,4.7,True,50741.34
Shimla,2024-07-06,2024,7,Summer,22.7,14.3,17.8,Cool,8.399999999999999,3.2,True,50705.04
Shimla,2024-07-07,2024,7,Summer,23.1,14.7,17.8,Cool,8.400000000000002,1.7,True,50666.65
Shimla,2024-07-08,2024,7,Summer,21.8,14.5,17.9,Cool,7.300000000000001,6.8,True,50626.21
Shimla,2024-07-09,2024,7,Summer,22.0,14.3,18.4,Cool,7.699999999999999,2.2,True,50583.78
Shimla,2024-07-10,2024,7,Summer,22.8,14.4,18.5,Cool,8.4,2.3,True,50539.37
Shimla,2024-07-11,2024,7,Summer,22.6,14.4,18.5,Cool,8.200000000000001,1.1,True,50492.96
Shimla,2024-07-12,2024,7,Summer,23.4,14.0,18.6,Cool,9.399999999999999,0.6,False,50444.13
Shimla,2024-07-13,2024,7,Summer,21.6,13.4,17.8,Cool,8.200000000000001,0.2,False,50392.86
Shimla,2024-07-14,2024,7,Summer,22.5,13.4,18.4,Cool,9.1,1.9,True,50339.24
Shimla,2024-07-15,2024,7,Summer,22.8,14.5,18.9,Cool,8.3,6.0,True,50283.38
Shimla,2024-07-16,2024,7,Summer,22.2,15.5,19.0,Cool,6.699999999999999,6.6,True,50225.35
Shimla,2024-07-17,2024,7,Summer,22.0,16.8,19.1,Cool,5.199999999999999,3.7,True,50165.24
Shimla,2024-07-18,2024,7,Summer,22.2,15.8,19.2,Cool,6.399999999999999,2.8,True,50103.13
Shimla,2024-07-19,2024,7,Summer,23.3,15.1,19.3,Cool,8.200000000000001,2.7,True,50039.12
Shimla,2024-07-20,2024,7,Summer,23.5,15.3,19.5,Cool,8.2,2.1,True,49973.28
Shimla,2024-07-21,2024,7,Summer,22.6,16.4,19.1,Cool,6.200000000000003,16.2,True,49905.7
Shimla,2024-07-22,2024,7,Summer,22.1,16.9,19.1,Cool,5.200000000000003,5.9,True,49836.47
Shimla,2024-07-23,2024,7,Summer,23.5,15.5,18.8,Cool,8.0,2.9,True,49765.67
Shimla,2024-07-24,2024,7,Summer,22.6,15.5,19.2,Cool,7.100000000000001,4.2,True,49693.38
Shimla,2024-07-25,2024,7,Summer,22.9,16.4,19.0,Cool,6.5,4.1,True,49619.67
Shimla,2024-07-26,2024,7,Summer,22.5,16.0,19.1,Cool,6.5,2.9,True,49544.63
Shimla,2024-07-27,2024,7,Summer,22.6,16.2,19.5,Cool,6.400000000000002,21.8,True,49468.34
Shimla,2024-07-28,2024,7,Summer,24.5,18.1,20.4,Warm,6.399999999999999,3.9,True,49390.88
Shimla,2024-07-29,2024,7,Summer,23.7,17.9,20.1,Warm,5.800000000000001,5.0,True,49312.32
Shimla,2024-07-30,2024,7,Summer,23.0,17.4,19.8,Cool,5.600000000000001,9.8,True,49232.73
Shimla,2024-07-31,2024,7,Summer,23.8,16.9,19.6,Cool,6.900000000000002,42.2,True,49152.08
Shimla,2024-08-01,2024,8,Summer,21.7,15.3,18.3,Cool,6.399999999999999,9.1,True,49069.69
Shimla,2024-08-02,2024,8,Summer,21.5,15.2,18.3,Cool,6.300000000000001,52.2,True,48985.55
Shimla,2024-08-03,2024,8,Summer,21.1,16.4,18.8,Cool,4.700000000000003,2.9,True,48899.75
Shimla,2024-08-04,2024,8,Summer,21.0,16.3,18.4,Cool,4.699999999999999,9.3,True,48812.4
Shimla,2024-08-05,2024,8,Summer,21.2,16.0,18.0,Cool,5.199999999999999,14.8,True,48723.58
Shimla,2024-08-06,2024,8,Summer,21.0,16.4,18.3,Cool,4.600000000000001,6.8,True,48633.4
Shimla,2024-08-07,2024,8,Summer,21.3,16.1,17.5,Cool,5.199999999999999,23.4,True,48541.94
Shimla,2024-08-08,2024,8,Summer,20.7,15.8,17.7,Cool,4.899999999999999,12.2,True,48449.3
Shimla,2024-08-09,2024,8,Summer,21.5,14.2,17.4,Cool,7.300000000000001,3.4,True,48355.57
Shimla,2024-08-10,2024,8,Summer,21.0,14.3,17.3,Cool,6.699999999999999,6.9,True,48260.82
Shimla,2024-08-11,2024,8,Summer,20.6,14.4,17.2,Cool,6.200000000000001,6.9,True,48165.17
Shimla,2024-08-12,2024,8,Summer,21.5,14.0,17.1,Cool,7.5,2.8,True,48068.68
Shimla,2024-08-13,2024,8,Summer,21.3,14.8,17.8,Cool,6.5,13.8,True,47971.45
Shimla,2024-08-14,2024,8,Summer,21.1,15.6,17.9,Cool,5.500000000000002,9.3,True,47873.54
Shimla,2024-08-15,2024,8,Summer,21.3,15.5,18.1,Cool,5.800000000000001,15.4,True,47775.05
Shimla,2024-08-16,2024,8,Summer,22.2,15.0,18.3,Cool,7.199999999999999,5.7,True,47676.06
Shimla,2024-08-17,2024,8,Summer,22.6,14.8,18.0,Cool,7.800000000000001,12.6,True,47576.63
Shimla,2024-08-18,2024,8,Summer,22.1,15.1,18.0,Cool,7.000000000000002,1.8,True,47476.86
Shimla,2024-08-19,2024,8,Summer,21.2,14.1,17.7,Cool,7.1,0.6,False,47376.81
Shimla,2024-08-20,2024,8,Summer,20.9,13.9,17.0,Cool,6.999999999999998,5.0,True,47276.43
Shimla,2024-08-21,2024,8,Summer,21.5,12.8,17.1,Cool,8.7,1.4,True,47174.98
Shimla,2024-08-22,2024,8,Summer,21.6,12.5,17.0,Cool,9.100000000000001,0.5,False,47072.43
Shimla,2024-08-23,2024,8,Summer,21.3,12.6,17.4,Cool,8.700000000000001,2.9,True,46968.86
Shimla,2024-08-24,2024,8,Summer,21.0,13.7,17.6,Cool,7.300000000000001,9.7,True,46864.36
Shimla,2024-08-25,2024,8,Summer,21.2,15.4,18.3,Cool,5.799999999999999,2.2,True,46759.0
Shimla,2024-08-26,2024,8,Summer,21.7,14.8,17.7,Cool,6.899999999999999,7.6,True,46652.87
Shimla,2024-08-27,2024,8,Summer,20.6,14.2,17.0,Cool,6.400000000000002,9.2,True,46546.04
Shimla,2024-08-28,2024,8,Summer,21.1,14.3,17.4,Cool,6.800000000000001,6.5,True,46438.61
Shimla,2024-08-29,2024,8,Summer,18.6,13.7,16.5,Cool,4.900000000000002,5.0,True,46330.62
Shimla,2024-08-30,2024,8,Summer,21.3,13.7,17.0,Cool,7.600000000000001,11.2,True,46222.19
Shimla,2024-08-31,2024,8,Summer,23.3,14.1,18.6,Cool,9.200000000000001,0.8,False,46113.36
Shimla,2024-09-01,2024,9,Autumn,22.4,14.0,17.6,Cool,8.399999999999999,7.4,True,46004.22
Shimla,2024-09-02,2024,9,Autumn,20.1,13.7,16.6,Cool,6.400000000000002,14.8,True,45894.85
Shimla,2024-09-03,2024,9,Autumn,20.6,13.5,17.2,Cool,7.100000000000001,32.3,True,45785.3
Shimla,2024-09-04,2024,9,Autumn,19.4,13.0,15.9,Cool,6.399999999999999,10.5,True,45675.65
Shimla,2024-09-05,2024,9,Autumn,19.8,13.1,16.2,Cool,6.700000000000001,10.0,True,45565.98
Shimla,2024-09-06,2024,9,Autumn,19.2,13.7,16.3,Cool,5.5,12.2,True,45456.34
Shimla,2024-09-07,2024,9,Autumn,20.3,13.7,16.5,Cool,6.600000000000001,20.2,True,45346.82
Shimla,2024-09-08,2024,9,Autumn,21.6,14.3,17.4,Cool,7.300000000000001,8.5,True,45237.48
Shimla,2024-09-09,2024,9,Autumn,21.7,14.3,17.5,Cool,7.399999999999999,9.5,True,45128.24
Shimla,2024-09-10,2024,9,Autumn,20.5,13.7,16.6,Cool,6.800000000000001,8.9,True,45018.39
Shimla,2024-09-11,2024,9,Autumn,22.0,14.1,17.1,Cool,7.9,8.1,True,44907.84
Shimla,2024-09-12,2024,9,Autumn,20.9,14.3,16.5,Cool,6.599999999999998,14.0,True,44796.69
Shimla,2024-09-13,2024,9,Autumn,19.3,12.0,15.2,Cool,7.300000000000001,4.0,True,44685.0
Shimla,2024-09-14,2024,9,Autumn,20.5,11.6,15.7,Cool,8.9,3.3,True,44572.85
Shimla,2024-09-15,2024,9,Autumn,18.7,11.0,14.9,Cool,7.699999999999999,2.7,True,44460.31
Shimla,2024-09-16,2024,9,Autumn,20.7,10.8,15.4,Cool,9.899999999999999,0.4,False,44347.44
Shimla,2024-09-17,2024,9,Autumn,20.8,11.0,15.9,Cool,9.8,4.7,True,44234.32
Shimla,2024-09-18,2024,9,Autumn,19.3,12.8,16.5,Cool,6.5,0.7,False,44121.02
Shimla,2024-09-19,2024,9,Autumn,21.4,13.7,16.6,Cool,7.699999999999999,3.8,True,44007.61
Shimla,2024-09-20,2024,9,Autumn,22.2,12.3,17.1,Cool,9.899999999999999,0.0,False,43894.15
Shimla,2024-09-21,2024,9,Autumn,22.0,12.3,16.9,Cool,9.7,0.5,False,43780.73
Shimla,2024-09-22,2024,9,Autumn,23.0,12.7,17.3,Cool,10.3,0.2,False,43667.39
Shimla,2024-09-23,2024,9,Autumn,23.7,13.1,17.8,Cool,10.6,3.3,True,43554.22
Shimla,2024-09-24,2024,9,Autumn,23.3,12.9,17.7,Cool,10.4,2.0,True,43441.29
Shimla,2024-09-25,2024,9,Autumn,21.0,12.7,16.9,Cool,8.3,3.2,True,43328.64
Shimla,2024-09-26,2024,9,Autumn,19.8,13.2,16.1,Cool,6.600000000000001,2.5,True,43216.38
Shimla,2024-09-27,2024,9,Autumn,19.4,11.5,15.8,Cool,7.899999999999999,1.5,True,43104.55
Shimla,2024-09-28,2024,9,Autumn,20.4,10.7,15.0,Cool,9.7,0.1,False,42993.23
Shimla,2024-09-29,2024,9,Autumn,20.5,9.9,14.8,Cool,10.6,0.0,False,42882.34
Shimla,2024-09-30,2024,9,Autumn,20.6,9.9,15.0,Cool,10.700000000000001,0.0,False,42771.12
Shimla,2024-10-01,2024,10,Autumn,20.7,10.3,15.2,Cool,10.399999999999999,0.0,False,42659.48
Shimla,2024-10-02,2024,10,Autumn,21.1,9.5,15.1,Cool,11.600000000000001,0.0,False,42547.52
Shimla,2024-10-03,2024,10,Autumn,21.2,9.4,15.5,Cool,11.799999999999999,0.0,False,42435.3
Shimla,2024-10-04,2024,10,Autumn,20.3,9.3,14.8,Cool,11.0,0.1,False,42322.9
Shimla,2024-10-05,2024,10,Autumn,19.7,9.0,14.2,Cool,10.7,0.1,False,42210.4
Shimla,2024-10-06,2024,10,Autumn,19.8,9.0,14.0,Cool,10.8,0.0,False,42097.88
Shimla,2024-10-07,2024,10,Autumn,19.8,8.0,14.0,Cool,11.8,1.0,False,41985.42
Shimla,2024-10-08,2024,10,Autumn,18.8,7.9,12.8,Cool,10.9,2.5,True,41873.09
Shimla,2024-10-09,2024,10,Autumn,19.5,8.2,13.1,Cool,11.3,0.0,False,41760.96
Shimla,2024-10-10,2024,10,Autumn,19.2,7.6,13.1,Cool,11.6,0.6,False,41649.14
Shimla,2024-10-11,2024,10,Autumn,19.0,6.9,12.6,Cool,12.1,0.0,False,41537.69
Shimla,2024-10-12,2024,10,Autumn,19.1,7.2,13.1,Cool,11.900000000000002,0.0,False,41426.69
Shimla,2024-10-13,2024,10,Autumn,18.8,8.1,13.0,Cool,10.700000000000001,0.0,False,41316.23
Shimla,2024-10-14,2024,10,Autumn,18.1,8.1,12.8,Cool,10.000000000000002,0.7,False,41206.39
Shimla,2024-10-15,2024,10,Autumn,18.5,7.2,13.2,Cool,11.3,0.0,False,41097.25
Shimla,2024-10-16,2024,10,Autumn,18.6,6.9,12.7,Cool,11.700000000000001,0.0,False,40988.91
Shimla,2024-10-17,2024,10,Autumn,18.6,7.4,13.2,Cool,11.200000000000001,0.0,False,40881.45
Shimla,2024-10-18,2024,10,Autumn,18.1,7.2,12.9,Cool,10.900000000000002,0.0,False,40774.94
Shimla,2024-10-19,2024,10,Autumn,18.1,6.9,12.9,Cool,11.200000000000001,0.0,False,40669.34
Shimla,2024-10-20,2024,10,Autumn,18.9,7.0,12.5,Cool,11.899999999999999,0.0,False,40563.77
Shimla,2024-10-21,2024,10,Autumn,17.3,6.8,11.8,Cool,10.5,0.2,False,40458.16
Shimla,2024-10-22,2024,10,Autumn,17.9,6.7,11.7,Cool,11.2,0.1,False,40352.61
Shimla,2024-10-23,2024,10,Autumn,18.9,7.7,12.9,Cool,11.2,0.4,False,40247.2
Shimla,2024-10-24,2024,10,Autumn,20.5,7.3,13.0,Cool,13.2,0.0,False,40142.04
Shimla,2024-10-25,2024,10,Autumn,19.3,7.4,14.0,Cool,11.9,0.0,False,40037.2
Shimla,2024-10-26,2024,10,Autumn,18.7,7.7,13.2,Cool,11.0,0.0,False,39932.8
Shimla,2024-10-27,2024,10,Autumn,18.7,6.7,12.6,Cool,12.0,0.0,False,39828.92
Shimla,2024-10-28,2024,10,Autumn,19.4,6.9,12.4,Cool,12.499999999999998,0.0,False,39725.66
Shimla,2024-10-29,2024,10,Autumn,19.8,7.4,12.9,Cool,12.4,0.0,False,39623.14
Shimla,2024-10-30,2024,10,Autumn,19.5,8.2,14.6,Cool,11.3,0.0,False,39521.43
Shimla,2024-10-31,2024,10,Autumn,18.7,9.3,13.8,Cool,9.399999999999999,0.0,False,39420.66
Shimla,2024-11-01,2024,11,Autumn,18.2,6.9,12.5,Cool,11.299999999999999,0.0,False,39320.92
Shimla,2024-11-02,2024,11,Autumn,18.2,5.9,11.4,Cool,12.299999999999999,0.0,False,39222.33
Shimla,2024-11-03,2024,11,Autumn,18.5,6.2,11.7,Cool,12.3,0.0,False,39124.98
Shimla,2024-11-04,2024,11,Autumn,18.3,6.3,11.7,Cool,12.0,0.0,False,39029.0
Shimla,2024-11-05,2024,11,Autumn,17.2,5.8,10.9,Cool,11.399999999999999,0.3,False,38934.49
Shimla,2024-11-06,2024,11,Autumn,17.0,6.6,11.0,Cool,10.4,0.0,False,38841.57
Shimla,2024-11-07,2024,11,Autumn,17.5,5.4,10.9,Cool,12.1,0.0,False,38750.36
Shimla,2024-11-08,2024,11,Autumn,17.2,5.5,10.8,Cool,11.7,0.0,False,38660.8
Shimla,2024-11-09,2024,11,Autumn,16.3,5.7,10.6,Cool,10.600000000000001,0.0,False,38572.02
Shimla,2024-11-10,2024,11,Autumn,16.7,5.5,10.5,Cool,11.2,0.0,False,38483.94
Shimla,2024-11-11,2024,11,Autumn,16.6,5.2,10.5,Cool,11.400000000000002,0.7,False,38396.66
Shimla,2024-11-12,2024,11,Autumn,16.2,4.7,9.7,Cold,11.5,0.0,False,38310.29
Shimla,2024-11-13,2024,11,Autumn,17.2,5.3,9.7,Cold,11.899999999999999,0.0,False,38224.91
Shimla,2024-11-14,2024,11,Autumn,17.0,4.6,9.3,Cold,12.4,0.0,False,38140.64
Shimla,2024-11-15,2024,11,Autumn,16.4,4.4,8.9,Cold,11.999999999999998,0.0,False,38057.59
Shimla,2024-11-16,2024,11,Autumn,14.2,2.9,7.8,Cold,11.299999999999999,0.0,False,37975.85
Shimla,2024-11-17,2024,11,Autumn,15.2,2.8,7.8,Cold,12.399999999999999,0.0,False,37895.54
Shimla,2024-11-18,2024,11,Autumn,15.4,3.2,8.0,Cold,12.2,0.0,False,37816.77
Shimla,2024-11-19,2024,11,Autumn,14.9,2.8,7.4,Cold,12.100000000000001,0.0,False,37739.64
Shimla,2024-11-20,2024,11,Autumn,14.8,2.8,7.2,Cold,12.0,0.0,False,37664.28
Shimla,2024-11-21,2024,11,Autumn,15.1,2.8,7.5,Cold,12.3,0.0,False,37590.78
Shimla,2024-11-22,2024,11,Autumn,13.6,3.2,7.2,Cold,10.399999999999999,0.0,False,37519.27
Shimla,2024-11-23,2024,11,Autumn,13.5,3.0,7.4,Cold,10.5,0.0,False,37449.87
Shimla,2024-11-24,2024,11,Autumn,13.6,2.2,7.3,Cold,11.399999999999999,0.0,False,37382.7
Shimla,2024-11-25,2024,11,Autumn,13.0,1.6,6.3,Cold,11.4,0.0,False,37317.86
Shimla,2024-11-26,2024,11,Autumn,12.5,1.3,6.0,Cold,11.2,0.0,False,37255.48
Shimla,2024-11-27,2024,11,Autumn,12.4,1.1,5.5,Cold,11.3,0.0,False,37195.68
Shimla,2024-11-28,2024,11,Autumn,13.1,1.4,5.9,Cold,11.7,0.0,False,37138.46
Shimla,2024-11-29,2024,11,Autumn,13.5,1.6,6.1,Cold,11.9,0.0,False,37083.14
Shimla,2024-11-30,2024,11,Autumn,14.2,2.1,7.3,Cold,12.1,0.0,False,37029.67
Shimla,2024-12-01,2024,12,Winter,14.8,2.0,7.2,Cold,12.8,0.0,False,36978.11
Shimla,2024-12-02,2024,12,Winter,14.6,1.0,6.9,Cold,13.6,0.0,False,36928.53
Shimla,2024-12-03,2024,12,Winter,14.2,1.5,6.9,Cold,12.7,0.0,False,36881.0
Shimla,2024-12-04,2024,12,Winter,14.0,0.9,6.1,Cold,13.1,0.0,False,36835.57
Shimla,2024-12-05,2024,12,Winter,13.5,0.8,5.4,Cold,12.7,0.0,False,36792.33
Shimla,2024-12-06,2024,12,Winter,13.1,-0.6,4.6,Cold,13.7,0.0,False,36751.34
Shimla,2024-12-07,2024,12,Winter,10.4,-1.0,3.2,Cold,11.4,0.0,False,36712.66
Shimla,2024-12-08,2024,12,Winter,8.8,-2.8,1.7,Cold,11.600000000000001,1.2,True,36676.36
Shimla,2024-12-09,2024,12,Winter,5.9,-3.1,0.5,Cold,9.0,1.3,True,36642.52
Shimla,2024-12-10,2024,12,Winter,9.5,-2.2,2.5,Cold,11.7,0.0,False,36611.18
Shimla,2024-12-11,2024,12,Winter,13.5,-0.7,4.8,Cold,14.2,0.0,False,36582.43
Shimla,2024-12-12,2024,12,Winter,10.7,-1.6,2.9,Cold,12.299999999999999,0.0,False,36556.32
Shimla,2024-12-13,2024,12,Winter,12.4,-2.0,3.9,Cold,14.4,0.0,False,36532.92
Shimla,2024-12-14,2024,12,Winter,15.7,0.3,6.8,Cold,15.399999999999999,0.0,False,36512.3
Shimla,2024-12-15,2024,12,Winter,17.2,2.3,8.2,Cold,14.899999999999999,0.0,False,36494.51
Shimla,2024-12-16,2024,12,Winter,16.5,2.2,7.4,Cold,14.3,0.0,False,36479.62
Shimla,2024-12-17,2024,12,Winter,13.1,-2.5,4.2,Cold,15.6,0.0,False,36467.7
Shimla,2024-12-18,2024,12,Winter,13.6,-3.3,5.0,Cold,16.9,0.0,False,36458.76
Shimla,2024-12-19,2024,12,Winter,11.3,-0.9,3.6,Cold,12.200000000000001,0.0,False,36452.69
Shimla,2024-12-20,2024,12,Winter,10.5,-2.5,2.9,Cold,13.0,0.0,False,36449.42
Shimla,2024-12-21,2024,12,Winter,12.4,-2.2,3.8,Cold,14.600000000000001,0.0,False,36448.95
Shimla,2024-12-22,2024,12,Winter,12.4,-1.7,3.9,Cold,14.1,0.0,False,36451.25
Shimla,2024-12-23,2024,12,Winter,3.4,-0.7,1.3,Cold,4.1,4.6,True,36456.29
Shimla,2024-12-24,2024,12,Winter,8.2,-3.7,0.7,Cold,11.899999999999999,2.8,True,36464.05
Shimla,2024-12-25,2024,12,Winter,6.8,-4.9,0.5,Cold,11.7,0.0,False,36474.5
Shimla,2024-12-26,2024,12,Winter,11.6,-3.8,2.7,Cold,15.399999999999999,0.0,False,36487.61
Shimla,2024-12-27,2024,12,Winter,10.5,-0.7,2.9,Cold,11.2,15.8,True,36503.35
Shimla,2024-12-28,2024,12,Winter,6.9,-2.5,2.2,Cold,9.4,16.3,True,36521.7
Shimla,2024-12-29,2024,12,Winter,10.8,-3.0,3.0,Cold,13.8,0.0,False,36542.61
Shimla,2024-12-30,2024,12,Winter,13.1,-2.2,4.1,Cold,15.3,0.0,False,36566.07
Shimla,2024-12-31,2024,12,Winter,13.5,0.2,5.0,Cold,13.3,0.0,False,36592.04
Shimla,2025-01-01,2025,1,Winter,14.6,1.4,6.9,Cold,13.2,0.0,False,36620.48
Shimla,2025-01-02,2025,1,Winter,16.0,2.3,8.9,Cold,13.7,0.0,False,36651.37
